Name	Set	ImageFile	Rarity	Type	Color	Cost	Ability	Family	Skill 1	Skill 2	Skill 3	Skill 4	Skill 5	Skill 6	Skill 7	Skill 8	Banned/Restricted
Bushbabe	BS13	Bushbabe.jpg	Common	Spirit	Green	3		Imp 	[LV2] (When Attacks) This spirit gets +1000BP for each core on it. 								
Saizorong	BS13	Saizorong.jpg	Uncommon	Spirit	Green	4	High Speed (swift) 	Blade Beast, Imp 	High Speed (Flash) This spirit card may be summoned from your hand during the Flash Step. In that case, the cost of this spirit and the cores to be put on this spirit must be paid or moved from your reserve.	[LV1][LV2] (When Destroyed) Refresh 1 of your spirits.							
Yang-Ogre	BS13	Yang-ogre2.jpg	Common	Spirit	Green	4		Shellman 	[LV1][LV2][LV3] (When Destroyed) Add the number of cores equal to this spirit's level from the void to your reserve.								
Mountain-Seikai	BS13	Card_03_2_20110625134427.jpg	Rare	Spirit	Green	5		Imp 	[LV1][LV2][LV3] (Your End Step) Refresh all your LV2 or higher spirits	[When Braved][LV3] (When Battles) At the end of the battle, by returning the brave of this spirit to your hand, this spirit is refreshed. 							
The BushinBeast Deerl-Yukimura	BS13	BS13-024_300.jpg	Master Rare	Spirit	Green	6		Imp 	"[LV1][LV2] (When Summoned) For each of your Spirits in ""Imp"" family, add one core from the void to your reserve. "	"[LV1][LV2] (When Attacks) By exhausting one of your spirits in ""Imp"" family, the BP of the exhausted spirit is added to this spirit. "	[LV2] When any of your spirits other than The BushinBeast Deerl-Yukimura are refreshed, refresh this spirit.						
Ammoknights	BS13	Ammoknights.jpg	Common	Spirit	White	1		Android 									
Kigna-Swan Mk-II	BS13	Kigna-Swan_Mk-II.jpg	Common	Spirit	White	2		Machine Beast, Astral Soul	"[LV1][LV2][LV3] Flash Step (Each Player's Attack Step) By exhausting this spirit, during this turn, all your ""Galaxian"" and ""Astral Soul"" spirits get BP+3000. "	[LV1][LV2][LV3] Each turn, no more than 4 cards can be moved to the trash from any player's decks due to spirit, brave, nexus or magic effects. 							
Moonshouuo	BS13	Moonshouuo.jpg	Common	Spirit	White	3		Armored Dragon 	[LV1][LV2] (During Opponent's Attack Step) At the start of the step, by returning this spirit to your hand, you may choose 1 opposing spirit. During that turn, if you did not block that spirit, it can't diminish your life. 	[LV2] (During Opponent's Attack Step) Your life can't be diminished by the effects of opposing spirits. 							
The OathGoddess Var	BS13	Goddessvar2.jpg	Uncommon	Spirit	White	4	Ice Wall 	Ice Princess 	[LV1][LV2][LV3] Ice Wall: Red/Green/Yellow - (Opponent's Turn) When the opponent uses the effect of a Red/Green/Yellow Magic, by exhausting this Spirit, negate that effect.	"[LV2][LV3] (Opponent's Attack Step) At the start of the step, refresh all your spirits with ""Ice Wall""."							
The SwordHorse Granim	BS13	BS13-029_300.jpg	Common	Spirit	White	4		Armored Beast, Emperor Beast 	[LV1][LV2][LV3] (During Opponent's Attack Step) All your red spirits can block opposing spirit with 6000BP or less even when exhausted. 	[LV2][LV3] (During Opponent's Attack Step) Your red spirits can block opposing brave spirits even when exhausted.	[LV3] Also treat this spirit as a red spirit. 						
Leathalweapondragon	BS13	BS13-030_500x730.jpg	Rare	Spirit	White	5	Heavy Armor 	Armored Dragon, Armed Machine 	[LV1][LV2] Heavy Armor: Purple/Blue - This Spirit is invincible against the effects of all opposing Spirits, Braves, Nexus, and Spell Cards of the listed colors. 	[When Braved][LV2] (When Battles) Return 1 opposing spirit to their hand for each color indicated on this spirit's Heavy Armor. However, this effect can only be used once for each of the indicated colors. 							
The RainbowDragon Auroria	BS13	BS13-031_500x730.jpg	Rare	Spirit	White	6		Armored Dragon 	"[LV1][LV2] (During Opponent's Attack Step) All your ""Armored Dragon"" spirits can block opposing spirits even when exhausted. "	"[LV2] (When Blocks) For each of your ""Armored Dragon"" spirits, this spirit gets +2000BP. "							
The LightSpeedKnight Hermod	BS13	The_lighspeedKnight_Hermod.jpg	Master Rare	Spirit	White	7	Tribute 	Armed Machine 	"Tribute: Armed Machine ??? Void - After paying for the summoning cost, you must send all core from one of your Spirits in family ""Armed Machine"" to the Void. "	[LV1][LV2][LV3] (When Summoned) Return all opposing Nexuses to the hand	[When Braved] [LV3] (When Brave Attacks) This Spirit cannot be blocked by opposing Spirits with 6000 BP or more. 						
Knocknmole	BS13	Knocknmole.jpg	Common	Spirit	Yellow	1		Toy Beast 									
Minogamen	BS13	Minogamen.jpg	Common	Spirit	Yellow	2		Imaginary Beast 	If this spirit card is discarded from your deck by your opponent, summon it without paying the cost. Also, for this turn, cards from your deck cannot be sent to the trash.	[LV1][LV2] (When Summoned) Reveal the top card of your deck. If that card is a cost 2 spirit, add it to your hand. If it's a different card, put it back on top of your deck. 							
The Angelia of Olimpics Och	BS13	BS13-035_300.jpg	Uncommon	Spirit	Yellow	3		Divine Spirit 	[LV1][LV2] (Each Player's Attack Step) Spirits with a cost of 0, 1 and 4 cannot attack. 	"[LV2] All ""Divine Spirit"" spirit cards in your hand get a yellow reduction symbol. "							
The StarBird Kuhja	BS13	BS13-036_300.jpg	Uncommon	Spirit	Yellow	4		Hunter Beast, Astral Soul 	[LV1][LV2][LV3] (Each Player's Attack Step) When a yellow spirit you control is destroyed, by moving 1 core from your life to your reserve, return 1 destroyed yellow spirit to your field, exhausted.	[LV2][LV3] (Each Player's Attack Step) When a yellow spirit you control is destroyed, Draw 1 card from your deck. 	[LV3] (Each Player's Attack Step) When a yellow spirit you control is destroyed, add a core from the void to your reserve.						
Princepentan	BS13	The_Princepentan.jpg	Common	Spirit	Yellow	4		Emperor Beast, Song Bird 	[LV1][LV2][LV3] Also treat this spirit as The Kaiser Empereur. 	"[LV1][LV2][LV3] (When Summoned) If you have any cards in your hand with ""Pentan"" in the name, you can summon 1 without paying the cost."							
The Witch Tarangda	BS13	Pack4292035-0021.jpg	Common	Spirit	Yellow	5	Brilliance (Light) 	Dark Artes 	"[LV1][LV2] When your spirits in the ""Dark Artes"" family are destroyed, discard as many spirit cards from your hand as you like. For each spirit card you discard, you can return one of your destroyed ""Dark Artes"" spirit to your field in exhausted state. "	[LV2] Brilliance (During Your Battle Phase) While this spirit is battling, each time you play a spell card, at the End of Battle Step, move that spell card from your Trash to your hand. 							
The SacredBeast Barrong	BS13	BS13-039_500x730.jpg	Rare	Spirit	Yellow	6		Hunter Beast	"For each of your ""Hunter Beast"" spirits, this spirit gets a yellow reduction symbol while in your hand. "	[LV1][LV2][LV3] (When Summoned) During this turn, the effects of all opposing nexuses can't activates.	[When Braved][LV3] (When This Spirit Brave Attacks) Once per turn, at the end of a battle, by moving a core from your life to your reserve, refresh this spirit.						
The VenusDragonDeity Venu-Feather	BS13	BS13-040_500x730.jpg	Master Rare	Spirit	Yellow	7		Astral Deity, Hunter Beast 	If this spirit card is in your hand, in additon to the symbols on your field, you can also used the symbols in your trash as reduction to summon it. 	[LV2][LV3] (When Destroyed) By discarding the top 3 cards of your deck, this spirit is returned to your field, exhausted.	[When Braved][LV3] (When This Spirit Brave Attacks) When blocked by an opposing spirit, for each symbol on this spirit, move a core from the void to your life.						
Chootah	BS13	Chootah2.jpg	Common	Spirit	Blue	1		Fighting Beast 									
Night-Gaun	BS13	Night-gaun2.jpg	Common	Spirit	Blue	2		Fusion Beast, Fighting Spirit 	[LV1][LV2] (During Opponent's Main Step) When your opponent uses a magic effect, after that effect activates, destroy an opposing spirit with a cost of 3 or less	[LV2] (During Opponent's Main Step) When your opponent uses a magic effect, after that effect activates, if your opponent has more cards in their hand than you, your opponent's main step is over.							
The Birdman Ikarosh	BS13	The_Birdman_Ikarosh.jpg	Common	Spirit	Blue	3		Beast Head	[LV1][LV2] (Each Player's Attack Step) Neither player can attack with a cost 3-or-less spirit, unless the owner moves a core from their reserve to their trash. 								
The Minstrel Orphe	BS13	BS13-044_300.jpg	Rare	Spirit	Blue	4		Fighting Spirit 	[LV1][LV2] (When Summoned) By discarding 1 card from your hand, you may look at your opponent's entire hand. If they have any magic cards, discard 1	[LV2] Your opponent can't bring cards from their trash back to their hand. 							
The GiantCaptain Iason	BS13	Iason2.jpg	Common	Spirit	Blue	4		Fighting Spirit 	[LV1][LV2] (When Summoned) By destroying one of your nexuses, destroy an opposing Nexus	"[LV2] (Either Attack Step) When your Spirit in family ""Fighting Spirit"" battles, for each of your nexuses with ""Ancient Battleship"" in the name, discard 2 cards from the top of your opponent's deck (Maximum: 8 cards) "							
Shantarg	BS13	Shantarg2.jpg	Uncommon	Spirit	Blue	5	Assault 	Fusion Beast 	[LV1][LV2] (When Summoned) Destroy 2 opposing spirits with a cost of 3 or less, or 1 opposing spirit with a cost of 6.	[LV1][LV2] (Each Player's Main Step) Whenever either player uses a magic effect, after that effect activates, their main step is over. 	[LV2] Assault: 1 - (When Attacks) This spirit can, once per turn, be refreshed by exhausting one of your Nexuses.						
The GreatDeepSea Norg-Dens	BS13	BS13-047_300.jpg	Master Rare	Spirit	Blue	7	Tribute 	Fusion Beast 	"Tribute: Fusion Beast ??? Void - After paying for the summoning cost, you must send all core from one of your Spirits in family ""Fusion Beast"" to the Void. "	[LV1][LV2][LV3] (When Summoned) During this turn, when this Spirit attacks, your opponent cannot block unless they discard a Magic card from their hand. 	"[LV2][LV3] Treat the symbols of all your Spirits in family ""Fusion Beast"" as two blue symbols."						
The AncientBattleship Argo-Golem	BS13	BS13-048_300.jpg	Master Rare	Spirit	Blue	10		Artificial Soldier, Astral Soul	"LV1][LV2] (When Summoned) When you have 4 different nexuses with ""Ancient Battleship"" in the name, destroy all opposing spirits and nexuses. "	"[LV2] (Each Player's Attack Step) All your nexuses with ""Ancient Battleship"" in the name that have at least 1 core on them loses their nexus effect and are treated as spirits having the following text: (Cost of 6/""Artificial Soldier"" and ""Astral Soul""/LV1: 1 core, 8000BP/No printed effects) "							
Irritaban	BS13	Irritaban.jpg	Common	Brave	Red	4		Terra Dragon, Machine Dragon 	Brave Condition : cost of 4 or more 	[LV1] While this brave is in spirit condition, you may brave fuse this spirit with 1 of your braves.	[When Braved] (When This Spirit Brave Attacks) The effect of (When This Spirit Brave Attacks) from one of your braves in spirit condition or braves of a brave spirit can be activated as this spirit's effect.						
The ShineDragon Shine-Blazer	BS13	The_ShineDragon_Shine-Blazer.jpg	Uncommon	Brave	Red	5		Astral Dragon, Machine Dragon	Brave Condition : cost of 5 or more 	[When Braved] (When This Spirit Brave Attacks) When an opposing spirit with 8000BP or more is destroyed, for each destroyed spirit, send a core from the opponent's life to their reserve. 							
Zuganake	BS13	Zuganake.jpg	Common	Brave	Purple	4		Dark Snake 	Brave Condition : cost of 4 or more 	[LV1] (When Summoned) By destroying 1 of your spirits, your opponent must destroy 1 of their spirits. 							
Evilglider	BS13	EvilGlider.jpg	Master Rare	Brave	Purple	5		Evil Shadow 	Brave Condition : cost of 3 or more	"[LV1] (When Summoned) Activate the ""When this spirit is destroyed"" effect of one of your spirits without destroying it"	[When Braved] (When This Spirit Brave Attacks) Treat this spirit as having no color. 						
Mokubaoh	BS13	Mokubaoh.jpg	Common	Brave	Green	3		Plant Spirit 	Brave Condition : cost of 3 or more 	[LV1] (Each Player's Attack Step) When you summon a spirit with High Speed, refresh this brave in spirit condition if it isn't battling, and brave it with this spirit. 	[When Braved] (When Battles) When only the opposing spirit is destroyed by comparing BP, by returning one of your spirits with High Speed to your hand, send an opposing spirit to the hand. 						
Hyo-Katchu	BS13	BS13-054_500x730.jpg	Rare	Brave	Green	4		Blade Beast 	Brave Condition : cost of 4 or more 	[LV1] (When Summoned) Your opponent must exhaust 2 of their spirits. 							
The HeavyArmoredBrave Shield-Dragon Mk-II	BS13	The_HeavyArmoredBrave_Shield-Dragon_Mk-II.jpg	Uncommon	Brave	White	4	Heavy Armor 	Armored Dragon	Brave Condition : cost of 4 or more	[LV1] (When Summoned) Return 1 nexus to the top of your opponent's deck	[When Braved] Heavy Armor: Green/White/Yellow -This Spirit is unaffected against opposing Spirit/Brave/Nexus/Magic effects of the listed colors above.						
Hawk-Breaker	BS13	BS13-056_500x730.jpg	Master Rare	Brave	White	5		Machine Beast 	Brave Condition : cost of 5 or more	[LV1] When this brave is in spirit condition, all your spirits get Invincibillity: Red. They cannot be effected by opposing red spirit, brave, nexus or magic effects.	[When Braved] (When This Spirit Blocks) For each symbol on the opposing spirit this spirit is battling, this spirit gets +5000BP						
Poppor	BS13	Poppor.jpg	Common	Brave	Yellow	4		Song Bird, Astral Soul	Brave Condition : Cost 4 or more	[When Braved] (When Destroyed) This brave remains on your field, refreshed, and the spirit returns to your hand.							
Chihyu	BS13	BS13-058_500x730.jpg	Rare	Brave	Yellow	5		Imaginary Beast, Hunter Beast 	Brave Condition : cost of 4 or more	[When Braved] (When This Spirit Brave Attacks) Once per turn, by discarding the top 5 cards of your deck, move 1 core from the void to your life, and this spirit cannot be blocked by LV1 and LV2 opposing spirits.							
Forbbid-Vulture	BS13	Forbbid_Vulture.jpg	Common	Brave	Blue	5		Fighting Beast, Winged Beast 	Brave Condition : cost of 3 or more 	[LV1] (When Summoned) Deploy all purple, green and blue nexus cards in your trash to your field without paying the cost.	[When Braved] (Each Player's Attack Step) When a spirit with a cost of 4 or less attacks, after that battle, the attack step is over. 						
Tres-Beluga	BS13	BS13-060_500x730.jpg	Rare	Brave	Blue	5		Fusion Beast 	Brave Condition : Galaxian Spirit 	"[When Braved] (When This Spirit Brave Attacks) By discarding the top 6 cards of your deck, this spirit gets +6000 BP. If one or more ""Galaxian"" spirit cards are sent to your trash with this effect, refresh this spirit. "							
The Coronation Volcano	BS13	The_Coronation_Volcano.jpg	Common	Nexus	Red	3			[LV1][LV2] (Each Player's Attack Step) When a spirit with 4000BP or less attacks, that spirit is destroyed. 	"[LV2] (Your Attack Step) For each core in your life, all your spirits that are both ""Terra Dragon"" and ""Dragon"" get +1000BP. "							
The Shining Galaxy	BS13	ShiningGalaxy001.jpg	Uncommon	Nexus	Red	4			"[LV1][LV2] (Your Main Step) All ""Galaxian"" spirits in your hand have a cost of 5."	"[LV2] (Flash Step) (Each Player's Attack Step) By discarding an ""Astral Deity"" or ""Galaxian"" spirit from your hand, during this battle, one of your spirits gets +6000BP and a red symbol. This effect can only be used once per turn. "							
The Bloody Artifact	BS13	AABLOODUUA	Common	Nexus	Purple	3			[LV1][LV2] (Each Player's Attack Step) When a spirit with 2 or less cores attacks, that spirit is destroyed. 	[LV2] (Your Draw Step) At the start of the step, by discarding a spirit from your hand with Curse or Immortality, you can Draw 2 cards. 							
The Palace of Snake Believers	BS13	The_Palace_of_Snake_Believers.jpg	Uncommon	Nexus	Purple	5			"[LV1][LV2] (Your Attack Step) When your LV2 or higher ""Dark Snake"" spirits attack and diminish your opponent's life, the life is sent to the void. "	[LV2] (During Opponent's Attack Step) When an opposing spirit's attack diminishes your life, for each symbol on that spirit, your opponent discards 1 card in their hand. 							
The Octant Small Shrine	BS13	The_Octant_Small_Shrine.jpg	Uncommon	Nexus	Green	3			"[LV1][LV2] (Each Player's Main Step) Other than ""Imp"" and ""Astral Soul"" spirits, when each player summons a spirit with a cost of 3 or less, it's exhausted."	[LV2] (During Opponent's Main Step) Core can't be moved from opposing spirits unless due to an effect.							
The Great Tree of Life	BS13	The_Great_Tree_of_Life.jpg	Common	Nexus	Green	4			[LV1][LV2] When the opponent destroys your spirit, add a core from the void to your reserve. 	[LV2] (During Opponent's Attack Step) When an opposing spirit's attack diminishes your life, add 1 core from the void to your reserve and refresh 1 of your spirits. 							
The Light Guiding Tower	BS13	The_Light_Guiding_Tower.jpg	Common	Nexus	White	3			[LV1][LV2] (Each Player's Attack Step) When all your spirits with Invincibility compare BP, and are destroyed by a spirit of the designated color, they remain to your field, exhausted. 	[LV2] (Your Opponent's Main Step) When your opponent Draws a card due to the effects of a spirit, brave, nexus or magic card, after that effect activates, their main step is over.							
The Faraway Satellite Cannon	BS13	The_Faraway_Satellite_Cannon.jpg	Uncommon	Nexus	White	4			[LV1][LV2] (Every Attack Step) Each player can't attack more than once with a spirit that has 2 symbols.	[LV2] (Opponent's Attack Step) When a spirit with 4000BP or less attacks, by exhausting this nexus, send that spirit back to the hand. 							
The Starry Sky Concert Hall	BS13	The_Starry_Sky_Concert_Hall.jpg	Common	Nexus	Yellow	3			[LV1][LV2] (Your Opponent's Main Step) When your opponent deploys a nexus, they can't use its cost reduction symbols.	[LV2] Treat all your brave spirits as having a cost of 2. 							
The Constellation Barrier	BS13	The_Constellation_Barrier.jpg	Common	Nexus	Yellow	4			[LV1][LV2] (Each Player's Attack Step) LV1 spirits with a cost of 3 or less can't diminish the life.	[LV2] (Your Opponent's Attack Step) When an opposing spirit diminishes your life, by exhausting this nexus, add 1 core from the void to your life. This effect can only be used once per turn. 							
The Port of Giants	BS13	The_Port_of_Giants.jpg	Common	Nexus	Blue	3			[LV1][LV2] (Each Player's Attack Step) When you have 3 or less spirits, you can't attack. When your opponent has 3 or less spirits, they can't attack	[LV2] (Your Opponent's Main Step) When your opponent uses magic effects at least twice, after the effect activates, end the main step. 							
The Unfinished Ancient Battleship:Compass	BS13	Compass.jpg	Uncommon	Nexus	Blue	4			[LV1][LV2] Your opponent can't move cards from their trash back to their hand. 	"[LV2] Treat all your nexuses with ""Ancient Battleship"" in the name as LV2. "							
Burning Sun	BS13	Burning_sun.jpg	Common	Magic	Red	3			"Flash - You may directly brave from your hand to a spirit with ""Apollo"" in the name without paying the cost, and refresh that spirit. "								
Zodiac Conduct	BS13	BS13-074_500x730.jpg	Rare	Magic	Red	5			"Main - Reveal the top 4 cards of your deck. From the revealed cards, summon 1 ""Galaxian"" spirit card without paying its cost. Place the remaining cards to your trash."	Flash - During this turn, one spirit gets +3000BP.							
Snake Slave	BS13	Snake_Slave.jpg	Common	Magic	Purple	3			"Main - During this turn, when a spirit you control is destroyed, by moving a core from your reserve to your trash, you may summon a ""Dark Snake"" spirit from your trash at no cost. However, ""When Summoned"" effects of that spirit cannot activate"	Flash - During this turn, one of your spirits gets +2000BP							
Assassinate	BS13	Assassinate.jpg	Uncommon	Magic	Purple	5			(Flash Step) Destroy 1 opposing exhausted brave spirit, or 2 opposing exhausted spirits with a cost of 3 or less.								
Breeze Ride	BS13	Breeze_Ride.jpg	Common	Magic	Green	2			"At your end step, 1 ""Breeze Ride"" is returned from your trash to your hand. This effect can only be used once per turn."	(Flash Step) During this turn, one of your spirits gets +3000BP. 							
Never Give Up	BS13	Never_Give_Up.jpg	Common	Magic	Green	4			"(Flash Step) During this turn, give one of your spirits the following effect: ""When this spirit defeats only the opposing spirit by comparing BP, refresh this spirit."""								
Vanishing Day	BS13	Vanishing_Day.jpg	Uncommon	Magic	White	3			(Your Main Phase) During this turn, your spirit, brave, nexus and magic effects that send spirits back to the hand send them to the top of the deck instead.	(Flash Step) During this turn, one of your spirits gets +2000BP.							
Crescent Howling	BS13	Crescent_Howling.jpg	Common	Magic	White	4			"(Flash Step) Send 1 opposing spirit to the hand. After that, when you have a card with ""Strike"" in the name, send another opposing spirit to the hand."								
Dream Seal	BS13	Dream_Seal.jpg	Uncommon	Magic	Yellow	3			If this card is in the Trash, all special effects are ineffective against it. 	(Your Main Phase) (When Summoned) effects of spirits can't be activated until your end step passes 3 times. After activating this effect, place 3 core from your void beside your deck, moving one to your void on each end step. These core can't be used for anything else but this effect.	(Flash Step) During this turn, one of your spirits gets +2000BP.						
Pegasus Flap	BS13	Pegasus_Flap.jpg	Common	Magic	Yellow	4			(Flash Step) End a battle without comparing BP. After that, refresh one of your spirits. 								
Galaxy Eternal Requiem	BS13	Argo_Attack.jpg	Common	Magic	Blue	4			(Flash Step) During this turn, treat all your spirits as their highest level. 								
Argo Attack	BS13	53243283201107260952052207698314182_010.jpg	Uncommon	Magic	Blue	5			"(Your Main Phase) Deploy every nexus in your trash with ""Ancient Battleship"" in the name without paying the cost. After that, if you have 4 different nexuses with ""Ancient Battleship"" in the name, you may activate the (When Summoned) effect of one ""The AncientBattleship Argo-Golem."" "	(Flash Step) During this turn, one of your spirits gets +4000BP. 							
The ShineCentaurusDeity Sagitto-Apollodragon	BS13	The_ShineCentaurusDiety_Sagitto-Apollodragon.jpg	X-Rare	Spirit	Red	8		Galaxian, Astral Deity	[LV1][LV2][LV3] This spirit can be combined with 2 braves.	"[LV1][LV2][LV3] When your ""Galaxian"" or ""Astral Soul"" spirit attacks, choose one opposing spirit. You can target attack that spirit. "	[When Braved] [Lv3] (When this Spirit Brave Attacks) For each brave on this spirit, destroy 1 opposing spirit with 10000 BP or less.						
The SnakeMasterDeity Asklepiooze	BS13	Piooze.jpg	X-Rare	Spirit	Purple	9		Galaxian, Evil Deity	"[LV1][LV2][LV3] (When Summoned) If you destroy one of your ""Astral Soul"" spirits, Draw 3 cards from your deck."	"[LV2][LV3] (Your Attack Step) When your ""Galaxian"" or ""Dark Snake"" spirits are destroyed by comparing BP, they return to your field, refreshed"	[LV3] (When Blocks) All core from the blocked opposing spirit goes to the void. 						
The SephirothicSheepDeity Sephiro-Aries	BS13	BS13-X03_500x730.jpg	X-Rare	Spirit	Green	6		Galaxian, Imp 	"[LV1][LV2][LV3] (During Both Players' Main Phase) When any player summons a Spirit card which is not in the ""Imp"" family, or a Brave card, the spirit or brave is summoned in exhausted state. "	"[LV2][LV3] (When Battles) If only the opposing spirit is destroyed by comparing BP, refresh one of your ""Galaxian"" or ""Astral Soul"" spirits. "	[LV3] Besides Tribute, no cores can be removed from both players' spirits.						
The MachineLionDeity Strikewurm-Leo	BS13	Leo.jpg	X-Rare	Spirit	White	8	Heavy Armor	Galaxian, Astral Deity	[LV1][LV2][LV3] Heavy Armor: Purple/Green/White/Yellow -This Spirit is not affected against the effects of all opposing Spirits, Braves, Nexus, and Spell Cards of the listed colors.	"[LV1][LV2][LV3] When your ""Galaxian"" or ""Astral Soul"" Spirit other than this spirit is exhausted, refresh this Spirit. "	"(When Braved) [LV3] All your ""Galaxian"" or ""Astral Soul"" Spirits gain 1 white symbol. "						
The KylinStarBeast Rean	BS13	BS13-X05_500x730.jpg	X-Rare	Spirit	Yellow	2		Hunter Beast, Imaginary Beast, Astral Soul	[LV1][LV2][LV3] When braving with this spirit, disregard the brave condition.	[When Braved] [LV3] Treat this spirit as the same family as all other spirits you control.							
The GiantBraver Perseus	BS13	BS13-X06_500x730.jpg	X-Rare	Spirit	Blue	7	Assault 	Fighting Spirit, Astral Soul	[LV1][LV2] (When Summoned) For each of your nexuses, destroy 1 opposing brave in spirit condition, or the brave of an opposing brave spirit. 	[LV1][LV2] (When Attacks) Destroy 1 opposing spirit with a cost of 4 or less. 	[When Braved][LV2] Assault: 3 - (When Attacks) This spirit can, three times per turn, be refreshed by exhausting one of your Nexuses. 						
The SunDragon Sieg-Apollodragon	SD06	The_SunDragon_Sieg-Apollodragon001.jpg	Master Rare	Spirit	Red			Astral Deity, Astral Dragon	[LV1][LV2][LV3] (When Attacks) You can target an opposing refreshed Spirit and attack it.	(When Braved) [LV3] (When Attacks) Destroy an opposing Spirit with 9000 BP or less.							
Ryzard	BS14	22549607_511410682562397_5573203245021207766_n.jpg	Common	Spirit	Red	1		Winged Dragon 	[LV2](when this spirit attacks) This spirit gets +1000BP for each red spirit you control.								
Kakyuso	BS14	Kakyuso.jpg	Common	Spirit	Red	1		Emperor Beast 									
Scartooth	BS14	Scartooth.jpg	Common	Spirit	Red	2		Flying Fang 	[LV1][LV2](Your Attack Step) This spirit gets +3000BP if you only have red cards in your trash. 								
Lesser-Dragsaurus	BS14	Dragsaurus.jpg	Common	Spirit	Red	2		Reptile Beast 	[LV2] (When this spirit attacks) While you have a set burst, destroy one opposing nexus. 								
Hinoshishi	BS14	Hinoshishi.jpg	Uncommon	Spirit	Red	3		Emperor Beast 	[LV1][LV2][LV3](When this spirit is summoned] Add one spirit with burst effect or a spirit with cost 4 or less from your trash to your hand. 								
King-Goradon	BS14	King-Goradon.jpg	Common	Spirit	Red	3		Reptile Beast 									
Kagutsuchidragoon	BS14	Kagutsuchidragoon.jpg	Common	Spirit	Red	4	Rage (clash) 	Ancient Dragon 	[LV1][LV2] (When Attacks) Draw 1 card from your deck.	[LV2] Rage (When Attacks) Your opponent must block if possible. 							
Pentaceratop	BS14	Pentaceratop.jpg	Common	Spirit	Red	5		Terra Dragon 									
Warrior-Dragon	BS14	Warrior-Dragon.jpg	Uncommon	Spirt	Red	6	Evolution (Awaken) 	Dragon, Dragon Warrior 	[LV1][LV2][LV3] Flash Evolution - You may move any number of cores from spirits you control to this spirit.	[LV1][LV2] (Your Attack Step) While you have a set Burst, this spirit gains +4000BP. 							
The FangBeastEmperor Kintarogue-Bear	BS14	The_FangBeastEmperor_Kintarogue-Bear.jpg	Rare	Spirit/Burst	Red	6	Burst 	Supreme Hero, Emperor Beast 	[ Burst: After your opponent activates a Spirit/Brave's (When Summoned) effect ]	Destroy 2 opponent spirits with BP4000 or less. After that, Draw 1 card from your deck.	[LV1]LV2][LV3] (When summoned) Destroy 2 opponent spirits with BP4000 or less.	"[LV2][LV3] (During your attack step) When your ""Emperor Beast"" spirits attack, destroy an opposing spirit with less than or equal BP to the attacking spirit. "					
The FlameDragonDevil Ma-Gwo	BS14	BS14-011_500x730.jpg	Master Rare	Spirit	Red	7		Dragon, Ancient Dragon 	[LV1][LV2][LV3] (Your Attack Step) At the start of the step, you can move as many cores as you like from your trash to this spirit.	"[LV1][LV2][LV3](Your attack step) All your ""Ancient Dragons/Dragons"" spirits gain +3000BP."	"[LV2][LV3] Add 1 Red symbol to all your ""Ancient dragon"" spirits "						
Straw Puppet	BS14	Straw_Puppet.jpg	Common	Spirit	Purple	0		Evil Shadow 									
The Rogue Sha-Zoo	BS14	The_Rogue_Sha-zoo.jpg	Common	Spirit	Purple	1		Spiritual Beast 	[LV1][LV2] (When Destroyed) Exhaust an opponent's spirit.								
Labolas	BS14	Labolas.jpg	Common	Spirit	Purple	2		Infernal Lord 									
Todar	BS14	Todar.jpg	Common	Spirit	Purple	3	Immortality 	Dark Snake 	Immortality: Cost 4 (Either Attack Step) - This Spirit card in your Trash can be summoned when your Cost 4 Spirit is destroyed.	[LV2] (When Destroyed) By sending your set burst to the trash, destroy an opponent's exhausted spirit. 							
Shikitsuru	BS14	Shikitsuru.jpg	Common	Spirit	Purple	3		Evil Shadow 	[Lv1][Lv2] (When Summoned) Draw a card from your deck. 								
The SmokeWolf Noroshi	BS14	Noroshi2.jpg	Common	Spirit	Purple	4		Spiritual Beast 									
Both-Hands	BS14	Both-Hands.jpg	Common	Spirit	Purple	4		Darkling 	[LV2] (When Destroyed) Draw 2 cards from your deck. 								
Shuten-Doga	BS14	Shuten_doga.jpg	Uncommon	Spirit	Purple	5		Evil Shadow 	"[LV1][LV2] (When Summoned) You can summon a spirit in the family ""Evil Shadow"" with cost 3 or less from your trash without paying the cost."	[LV1][LV2] When you move a core from opponent's spirits to their reserve or trash due to your burst effect, move 1 more core in addition to the effect of the burst.	"[LV2] While you have a set burst, for each spirit in the family ""Evil Shadow"", this spirit gains BP+2000. "						
Nasuno-Archer	BS14	Nasuno_archer.jpg	Rare	Spirit/Burst	Purple	5	Burst 	Supreme Hero, Zombie 	???[ Burst: After Your Life is Decreased ] When you have 4 or more cards in your trash, summon this spirit.	[LV1][LV2][LV3] (When Destroyed) Destroy an opponent's exhausted spirit.	[LV3] (When Destroyed) Return this spirit to your hand.						
The VioletPhoenix Fognix	BS14	BS14-021_500x730.jpg	Master Rare	Spirit	Purple	6	Immortality 	Spiritual Beast 	Immortality: Cost 4/5 (Either Attack Step) - This Spirit card in your Trash can be summoned when your Cost 4/5 Spirit is destroyed.	[LV1][LV2][LV3] (When Summoned) Draw from your deck the same amount of cards as this spirit's level. 							
